,Epoch,Client_id,Class_id,Label_num,Test_acc,Test_loss,Comsume_time
2208,5,4,6,30,0.6,0.03480779752135277,124.43987560272217
2209,5,4,5,3,1.0,0.020634420216083527,124.43987560272217
2210,5,4,3,6,0.6666666666666666,0.06970803439617157,124.43987560272217
2211,5,4,0,30,0.8,0.015425608493387699,124.43987560272217
2212,5,4,4,71,0.7746478873239436,0.010793892666697502,124.43987560272217
2213,5,4,8,11,0.9090909090909091,0.059529028832912445,124.43987560272217
2214,5,4,9,59,0.9322033898305084,0.005219696555286646,124.43987560272217
2215,5,4,2,29,0.5517241379310345,0.046316251158714294,124.43987560272217
2216,5,4,7,9,1.0,0.007677349727600813,124.43987560272217
2217,5,5,2,105,0.6952380952380952,0.006313980557024479,124.43987560272217
2218,5,5,1,94,0.9361702127659575,0.0017136263195425272,124.43987560272217
2219,5,5,4,75,0.8133333333333334,0.006968426052480936,124.43987560272217
2220,5,5,3,11,0.8181818181818182,0.06723180413246155,124.43987560272217
2221,5,5,0,18,0.8333333333333334,0.022249365225434303,124.43987560272217
2222,5,5,5,30,0.9,0.00765463849529624,124.43987560272217
2223,5,5,6,11,0.45454545454545453,0.0958898663520813,124.43987560272217
2224,5,6,2,50,0.62,0.019746847450733185,124.43987560272217
2225,5,6,5,123,0.9024390243902439,0.001574888126924634,124.43987560272217
2226,5,6,4,45,0.8,0.015615364536643028,124.43987560272217
2227,5,6,0,160,0.875,0.0029851070139557123,124.43987560272217
2228,5,6,3,20,0.9,0.020567862316966057,124.43987560272217
2229,5,6,1,32,0.9375,0.004449799191206694,124.43987560272217
2230,5,7,4,148,0.8040540540540541,0.004408327396959066,124.43987560272217
2231,5,7,0,15,0.8,0.029048370197415352,124.43987560272217
2232,5,7,5,20,1.0,0.0030530993826687336,124.43987560272217
2233,5,7,3,8,0.875,0.03180153667926788,124.43987560272217
2234,5,7,6,43,0.4418604651162791,0.033087603747844696,124.43987560272217
2235,5,7,7,67,0.9552238805970149,0.0019681518897414207,124.43987560272217
2236,5,7,2,5,0.4,0.32941266894340515,124.43987560272217
2237,5,7,1,90,0.9333333333333333,0.0020803669467568398,124.43987560272217
2238,5,8,2,11,0.5454545454545454,0.12309668958187103,124.43987560272217
2239,5,8,1,196,0.9744897959183674,0.0006161029450595379,124.43987560272217
2240,5,8,0,38,0.8947368421052632,0.009036422707140446,124.43987560272217
2241,5,8,5,131,0.9465648854961832,0.0012417819816619158,124.43987560272217
2242,5,8,3,8,0.625,0.1440160721540451,124.43987560272217
2243,5,8,4,1,0.0,3.397240161895752,124.43987560272217
2244,5,9,7,18,0.9444444444444444,0.00513298949226737,124.43987560272217
2245,5,9,5,13,0.9230769230769231,0.00808093510568142,124.43987560272217
2246,5,9,6,38,0.5526315789473685,0.029402287676930428,124.43987560272217
2247,5,9,8,84,0.8928571428571429,0.0050181117840111256,124.43987560272217
2248,5,9,4,38,0.8157894736842105,0.01856611669063568,124.43987560272217
2249,5,9,2,5,1.0,0.06987225264310837,124.43987560272217
2250,5,9,0,12,0.8333333333333334,0.0574515238404274,124.43987560272217
2251,5,9,9,15,0.8,0.0363711453974247,124.43987560272217
2252,5,9,3,21,1.0,0.0068300203420221806,124.43987560272217
2253,5,9,1,2,1.0,0.0003152365970890969,124.43987560272217
2254,5,10,8,22,0.9090909090909091,0.008121898397803307,124.43987560272217
2255,5,10,7,40,0.9,0.005710228346288204,124.43987560272217
2256,5,10,9,30,0.9,0.008286403492093086,124.43987560272217
2257,5,10,3,42,0.8809523809523809,0.007185254245996475,124.43987560272217
2258,5,10,2,51,0.7058823529411765,0.016735635697841644,124.43987560272217
